mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Web Markup, Client-Side Scripting, Command Line & Web Infra","User Research & Analysis, Forms & Inputs, HTML5 Semantic Elements, DOM Manipulation, Event Listeners, HTTP Request Methods","Wed|13:00-15:00, Thu|15:00-17:00, Sat|09:00-11:00, Tue|10:00-12:00",4,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","User Research & Behavioral Mapping, Interaction Design & Cognitive Models, Web Markup, Client-Side Scripting, Web Styling","Customer Journey Mapping, User Flow Diagrams, Human Information Processing, HTML5 Semantic Elements, JavaScript Syntax, CSS Selectors","Mon|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",12,5,4,4,0.6543
Introduction to Computing,"History & Hardware Evolution, Operating Systems & Architecture, Digital Logic & Data Representation","Computing Generations, File Systems & Permissions, Process Management, Data Encoding (ASCII/Unicode)","Mon|09:00-11:00, Tue|10:00-12:00",3,1,Instructor,Introduction to Computing,"History & Hardware Evolution, Computer Networks Basics, Digital Logic & Data Representation","Computing Generations, Client-Server Architecture, Boolean Logic Gates","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",6,5,5,4,0.6876
Intro to Human Computer Interaction,"High-Fidelity Design & Documentation, HCI Principles & Guidelines","High-Fidelity Prototyping, Design Systems Documentation, HCI Principles & Paradigms","Wed|13:00-15:00, Tue|10:00-12:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","Interaction Design & Cognitive Models, Operating Systems & Architecture, Computer Networks Basics","Interaction Design Frameworks, Human Information Processing, File Systems & Permissions, Process Management, OSI Model Layers","Wed|13:00-15:00, Tue|10:00-12:00, Mon|09:00-11:00",2,0,4,4,0.3575
"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Prototyping & UI Tooling, HCI Principles & Guidelines, User Research & Behavioral Mapping","HTTP Request Methods, Figma UI Design, System Prototype Proposal, HCI Principles & Paradigms, User Flow Diagrams, Customer Journey Mapping","Wed|13:00-15:00, Thu|15:00-17:00, Sat|09:00-11:00",4,1,Instructor,"Computer Programming, IT Fundamentals","Control Structures, Client-Side Scripting, Web Styling","Conditional Logic, Iteration Patterns, DOM Manipulation, Event Listeners, Box Model","Wed|13:00-15:00, Thu|15:00-17:00",9,2,5,4,0.2904
Intro to Human Computer Interaction,"HCI Principles & Guidelines, Prototyping & UI Tooling","HCI Principles & Paradigms, Wireframe Sketching","Mon|09:00-11:00, Thu|15:00-17:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","User Research & Behavioral Mapping, Debugging & Execution, Data Structures","User Research & Analysis, User Flow Diagrams, Syntax Errors, Logic Troubleshooting, Linear/Binary Searching","Wed|13:00-15:00, Tue|10:00-12:00, Fri|18:00-20:00, Sat|09:00-11:00",3,3,3,3,0.2636
Intro to Human Computer Interaction,"HCI Principles & Guidelines, User Research & Behavioral Mapping","Guideline Categories of HCI, User Flow Diagrams, Customer Journey Mapping","Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00, Wed|13:00-15:00",3,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Web Markup, Command Line & Web Infra, Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Forms & Inputs, Media & Tables, CLI Navigation, Human Information Processing, Interaction Design Frameworks, User Flow Diagrams","Fri|18:00-20:00, Tue|10:00-12:00, Sat|09:00-11:00, Mon|09:00-11:00",5,4,4,4,0.412
"Introduction to Computing, Computer Programming","History & Hardware Evolution, Digital Logic & Data Representation, Computer Networks Basics, Data Structures, Debugging & Execution","Computing Generations, Processor Architecture, Data Encoding (ASCII/Unicode), Boolean Logic Gates, OSI Model Layers, Linear/Binary Searching","Thu|15:00-17:00, Tue|10:00-12:00",3,1,Senior IT Student,"Introduction to Computing, Computer Programming","Computer Networks Basics, Digital Logic & Data Representation, Control Structures, Data Structures, Debugging & Execution","Client-Server Architecture, Data Encoding (ASCII/Unicode), Iteration Patterns, 1D/2D Manipulation, Basic Sorting Algorithms, Console Debugging Techniques","Wed|13:00-15:00, Sat|09:00-11:00",3,0,3,3,0.5993
"Introduction to Computing, Computer Programming","Digital Logic & Data Representation, Computer Networks Basics, Debugging & Execution, Data Structures","Data Encoding (ASCII/Unicode), Binary/Octal/Hex Conversions, OSI Model Layers, Network Topologies, Console Debugging Techniques, Linear/Binary Searching","Fri|18:00-20:00, Tue|10:00-12:00",3,1,Senior IT Student,"Introduction to Computing, Computer Programming","Operating Systems & Architecture, Debugging & Execution, Modular Programming, Data Structures","File Systems & Permissions, OS Fundamentals, Syntax Errors, Logic Troubleshooting, Variable Scope & Lifetime, Linear/Binary Searching","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",1,0,4,4,0.6246
Computer Programming,"Data Structures, Control Structures, Debugging & Execution","Linear/Binary Searching, Array Creation, Conditional Logic, Loop Control, Logic Troubleshooting, Syntax Errors","Thu|15:00-17:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",2,1,Instructor,"Computer Programming, IT Fundamentals","Data Structures, Web Styling","Array Creation, CSS Selectors, Responsive Layouts","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",11,7,4,4,0.4054
"Introduction to Computing, IT Fundamentals","Computer Networks Basics, History & Hardware Evolution, Web Markup, Command Line & Web Infra, Client-Side Scripting","Client-Server Architecture, Network Topologies, Computing Generations, HTML5 Semantic Elements, Forms & Inputs, HTTP Request Methods","Fri|18:00-20:00, Tue|10:00-12:00, Thu|15:00-17:00",3,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Command Line & Web Infra, Web Markup, User Research & Behavioral Mapping, Prototyping & UI Tooling","HTTP Request Methods, Forms & Inputs, HTML5 Semantic Elements, User Flow Diagrams, Figma UI Design, Wireframe Sketching","Mon|09:00-11:00, Sat|09:00-11:00",4,1,5,4,0.3253
Computer Programming,Modular Programming,Variable Scope & Lifetime,"Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",5,1,Instructor,"Computer Programming, IT Fundamentals","Modular Programming, Client-Side Scripting","Function Definitions, DOM Manipulation","Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00, Tue|10:00-12:00",10,9,3,4,0.4441
"Computer Programming, Introduction to Computing","Control Structures, Debugging & Execution, Modular Programming, History & Hardware Evolution","Loop Control, Syntax Errors, Logic Troubleshooting, Parameters & Return Values, Function Definitions, Computing Generations","Tue|10:00-12:00, Thu|15:00-17:00, Wed|13:00-15:00, Mon|09:00-11:00",3,1,Senior IT Student,"Computer Programming, Introduction to Computing","Data Structures, Debugging & Execution, History & Hardware Evolution","1D/2D Manipulation, Array Creation, Logic Troubleshooting, Computing Generations","Tue|10:00-12:00, Thu|15:00-17:00, Wed|13:00-15:00, Sat|09:00-11:00",1,0,3,4,0.6636
"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, History & Hardware Evolution","Figma UI Design, Design System & Components, Memory & Storage Types","Wed|13:00-15:00, Sat|09:00-11:00",5,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","Interaction Design & Cognitive Models, Command Line & Web Infra, Client-Side Scripting, Web Styling","Interaction Design Frameworks, Human Information Processing, HTTP Request Methods, DOM Manipulation, CSS Selectors, Flexbox & Grid","Thu|15:00-17:00, Sat|09:00-11:00, Tue|10:00-12:00",13,7,4,4,0.2632
IT Fundamentals,"Client-Side Scripting, Web Styling, Web Markup","DOM Manipulation, Event Listeners, Flexbox & Grid, CSS Selectors, Media & Tables, Forms & Inputs","Thu|15:00-17:00, Mon|09:00-11:00, Wed|13:00-15:00",3,1,Instructor,"Intro to Human Computer Interaction, IT Fundamentals","Interaction Design & Cognitive Models, HCI Principles & Guidelines, High-Fidelity Design & Documentation, Command Line & Web Infra, Web Markup, Web Styling","Human Information Processing, System Prototype Proposal, High-Fidelity Prototyping, HTTP Request Methods, Media & Tables, CSS Selectors","Tue|10:00-12:00, Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",11,4,5,4,0.4544
"Intro to Human Computer Interaction, IT Fundamentals","Prototyping & UI Tooling, Interaction Design & Cognitive Models, User Research & Behavioral Mapping, Web Markup, Client-Side Scripting, Command Line & Web Infra","Design System & Components, Figma UI Design, Interaction Design Frameworks, User Research & Analysis, User Flow Diagrams, HTML5 Semantic Elements","Sat|09:00-11:00, Wed|13:00-15:00",3,1,Senior IT Student,"Intro to Human Computer Interaction, IT Fundamentals","HCI Principles & Guidelines, Web Markup, Command Line & Web Infra","HCI Principles & Paradigms, Media & Tables, CLI Navigation","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",1,1,5,4,0.5902
"Computer Programming, Intro to Human Computer Interaction","Debugging & Execution, Modular Programming, User Research & Behavioral Mapping, HCI Principles & Guidelines","Console Debugging Techniques, Function Definitions, Parameters & Return Values, User Flow Diagrams, Customer Journey Mapping, System Prototype Proposal","Thu|15:00-17:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Debugging & Execution, High-Fidelity Design & Documentation, HCI Principles & Guidelines","Logic Troubleshooting, High-Fidelity Prototyping, Guideline Categories of HCI","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00",3,3,5,4,0.6299
"Computer Programming, IT Fundamentals","Control Structures, Debugging & Execution, Web Markup, Client-Side Scripting","Iteration Patterns, Console Debugging Techniques, Forms & Inputs, Event Listeners, DOM Manipulation","Sat|09:00-11:00, Mon|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00",2,1,Instructor,"Computer Programming, IT Fundamentals","Modular Programming, Web Styling, Web Markup, Client-Side Scripting","Parameters & Return Values, Function Definitions, Responsive Layouts, CSS Selectors, Forms & Inputs, DOM Manipulation","Wed|13:00-15:00, Tue|10:00-12:00",8,8,3,4,0.5976
"Computer Programming, IT Fundamentals","Control Structures, Debugging & Execution, Web Markup, Web Styling, Client-Side Scripting","Loop Control, Console Debugging Techniques, Media & Tables, Forms & Inputs, Flexbox & Grid, DOM Manipulation","Mon|09:00-11:00, Wed|13:00-15:00, Thu|15:00-17:00",4,1,Senior IT Student,"Computer Programming, IT Fundamentals","Modular Programming, Data Structures, Debugging & Execution, Web Styling, Client-Side Scripting, Web Markup","Function Definitions, Array Creation, Syntax Errors, Flexbox & Grid, Responsive Layouts, DOM Manipulation","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",1,0,5,3,0.6585
"Computer Programming, IT Fundamentals","Debugging & Execution, Control Structures, Data Structures, Client-Side Scripting","Console Debugging Techniques, Loop Control, Array Creation, 1D/2D Manipulation, DOM Manipulation","Tue|10:00-12:00, Thu|15:00-17:00",4,1,Senior IT Student,"Computer Programming, Introduction to Computing","Data Structures, Modular Programming, Control Structures, Computer Networks Basics, Operating Systems & Architecture, Digital Logic & Data Representation","Basic Sorting Algorithms, Variable Scope & Lifetime, Loop Control, OSI Model Layers, OS Fundamentals, Process Management","Wed|13:00-15:00, Thu|15:00-17:00",3,3,3,3,0.318
Computer Programming,"Debugging & Execution, Modular Programming","Syntax Errors, Parameters & Return Values, Function Definitions","Fri|18:00-20:00, Mon|09:00-11:00, Thu|15:00-17:00",2,1,Instructor,"Computer Programming, Introduction to Computing","Modular Programming, Data Structures, Computer Networks Basics, Digital Logic & Data Representation","Parameters & Return Values, Variable Scope & Lifetime, Linear/Binary Searching, 1D/2D Manipulation, OSI Model Layers, Binary/Octal/Hex Conversions","Thu|15:00-17:00, Wed|13:00-15:00, Mon|09:00-11:00, Tue|10:00-12:00",7,4,4,4,0.3954
IT Fundamentals,"Web Styling, Client-Side Scripting","Flexbox & Grid, JavaScript Syntax, DOM Manipulation","Sat|09:00-11:00, Thu|15:00-17:00, Wed|13:00-15:00, Tue|10:00-12:00",4,1,Instructor,IT Fundamentals,Client-Side Scripting,"JavaScript Syntax, DOM Manipulation","Fri|18:00-20:00, Tue|10:00-12:00, Mon|09:00-11:00, Wed|13:00-15:00",13,5,4,4,0.7466
"Computer Programming, IT Fundamentals","Modular Programming, Control Structures, Client-Side Scripting","Parameters & Return Values, Variable Scope & Lifetime, Iteration Patterns, Conditional Logic, DOM Manipulation","Thu|15:00-17:00, Fri|18:00-20:00",4,1,Senior IT Student,"Intro to Human Computer Interaction, Computer Programming","High-Fidelity Design & Documentation, User Research & Behavioral Mapping, Prototyping & UI Tooling, Debugging & Execution, Data Structures","High-Fidelity Prototyping, Design Systems Documentation, Customer Journey Mapping, Design System & Components, Wireframe Sketching, Syntax Errors","Mon|09:00-11:00, Sat|09:00-11:00",1,1,3,3,0.1786
"Computer Programming, Introduction to Computing","Debugging & Execution, Control Structures, Modular Programming, Digital Logic & Data Representation","Syntax Errors, Conditional Logic, Parameters & Return Values, Variable Scope & Lifetime, Data Encoding (ASCII/Unicode)","Fri|18:00-20:00, Wed|13:00-15:00, Sat|09:00-11:00, Mon|09:00-11:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction","Control Structures, High-Fidelity Design & Documentation, User Research & Behavioral Mapping, Interaction Design & Cognitive Models","Loop Control, High-Fidelity Prototyping, Customer Journey Mapping, Interaction Design Frameworks","Tue|10:00-12:00, Wed|13:00-15:00",12,4,5,4,0.2367
IT Fundamentals,"Command Line & Web Infra, Web Styling","CLI Navigation, CSS Selectors","Sat|09:00-11:00, Thu|15:00-17:00, Fri|18:00-20:00",3,1,Instructor,"IT Fundamentals, Introduction to Computing","Web Styling, Client-Side Scripting, Computer Networks Basics, Digital Logic & Data Representation","Responsive Layouts, Flexbox & Grid, DOM Manipulation, JavaScript Syntax, OSI Model Layers, Data Encoding (ASCII/Unicode)","Fri|18:00-20:00, Sat|09:00-11:00, Thu|15:00-17:00",15,8,4,4,0.4008
"IT Fundamentals, Computer Programming","Web Styling, Client-Side Scripting, Control Structures, Data Structures, Debugging & Execution","Box Model, Responsive Layouts, JavaScript Syntax, Event Listeners, Iteration Patterns, Conditional Logic","Thu|15:00-17:00, Mon|09:00-11:00, Sat|09:00-11:00",4,1,Instructor,"IT Fundamentals, Computer Programming","Client-Side Scripting, Web Markup, Data Structures","DOM Manipulation, Event Listeners, HTML5 Semantic Elements, Media & Tables, Basic Sorting Algorithms","Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",4,4,4,4,0.6278
