mentee_subjects,mentee_topics,mentee_competencies,mentee_availability,mentee_difficulty_level,mentee_year_level,mentor_role,mentor_subjects,mentor_topics,mentor_competencies,mentor_availability,mentor_years_experience,mentor_teaching_experience_years,mentor_expertise_level,mentor_year_level,target_score
"PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises",,,"Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",3,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction, PE 1: PATH FIT 1 - Movement Enhancement, PE 2: PATH FIT 2 - Fitness Exercises","Interaction Design & Cognitive Models, User Research & Behavioral Mapping","Interaction Design Frameworks, User Flow Diagrams","Mon|09:00-11:00, Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",1,1,5,3,0.5454
"GE EL 108: Philippine Indigenous Communities, GE 105: Mathematics in the Modern World",,,"Fri|18:00-20:00, Thu|15:00-17:00",2,1,Instructor,"GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Introduction to Computing","Web Markup, Command Line & Web Infra, Digital Logic & Data Representation, Computer Networks Basics","Media & Tables, CLI Navigation, Data Encoding (ASCII/Unicode), Client-Server Architecture","Sat|09:00-11:00, Fri|18:00-20:00, Mon|09:00-11:00",14,7,4,4,0.3855
"IT Fundamentals, Computer Programming","Command Line & Web Infra, Data Structures, Debugging & Execution, Web Styling","CLI Navigation, 1D/2D Manipulation, Syntax Errors, Responsive Layouts","Fri|18:00-20:00, Tue|10:00-12:00",2,1,Instructor,"Computer Programming, IT Fundamentals","Web Markup, Data Structures, Command Line & Web Infra","Forms & Inputs, 1D/2D Manipulation, CLI Navigation","Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00",9,4,4,4,0.651
PE 1: PATH FIT 1 - Movement Enhancement,,,"Tue|10:00-12:00, Sat|09:00-11:00, Mon|09:00-11:00, Thu|15:00-17:00",4,1,Senior IT Student,"Introduction to Computing, PE 1: PATH FIT 1 - Movement Enhancement","Operating Systems & Architecture, History & Hardware Evolution, Digital Logic & Data Representation","OS Fundamentals, Memory & Storage Types, Boolean Logic Gates","Wed|13:00-15:00, Tue|10:00-12:00, Fri|18:00-20:00, Thu|15:00-17:00",4,1,4,4,0.5995
"Introduction to Computing, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, User Research & Behavioral Mapping, Computer Networks Basics, Digital Logic & Data Representation, Operating Systems & Architecture","Interaction Design Frameworks, User Flow Diagrams, Network Topologies, Boolean Logic Gates, Process Management","Thu|15:00-17:00, Tue|10:00-12:00, Sat|09:00-11:00, Fri|18:00-20:00",2,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Digital Logic & Data Representation, Client-Side Scripting, Interaction Design & Cognitive Models, Computer Networks Basics, Operating Systems & Architecture, History & Hardware Evolution, User Research & Behavioral Mapping","Boolean Logic Gates, DOM Manipulation, Interaction Design Frameworks, JavaScript Syntax, Network Topologies, Process Management, Processor Architecture, User Flow Diagrams","Sat|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00, Wed|13:00-15:00",8,6,4,4,0.7057
"GE 104: Readings in Philippine History, GE 108: Understanding the Self",,,"Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",5,1,Instructor,"GE 104: Readings in Philippine History, GE 108: Understanding the Self, IT Fundamentals, Intro to Human Computer Interaction","Prototyping & UI Tooling, Web Styling","Figma UI Design, Responsive Layouts","Fri|18:00-20:00, Sat|09:00-11:00, Tue|10:00-12:00, Wed|13:00-15:00",14,11,4,4,0.6544
Intro to Human Computer Interaction,"User Research & Behavioral Mapping, Prototyping & UI Tooling, HCI Principles & Guidelines","User Research & Analysis, Wireframe Sketching, Guideline Categories of HCI","Tue|10:00-12:00, Fri|18:00-20:00, Wed|13:00-15:00",2,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Debugging & Execution, Interaction Design & Cognitive Models, Modular Programming","Console Debugging Techniques, Human Information Processing, Variable Scope & Lifetime","Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",13,2,3,4,0.2306
"Computer Programming, Intro to Human Computer Interaction","Debugging & Execution, User Research & Behavioral Mapping, Interaction Design & Cognitive Models, Data Structures","Syntax Errors, Customer Journey Mapping, Human Information Processing, Basic Sorting Algorithms","Tue|10:00-12:00, Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00",5,1,Instructor,"IT Fundamentals, Introduction to Computing, Computer Programming, Intro to Human Computer Interaction","Operating Systems & Architecture, Digital Logic & Data Representation, History & Hardware Evolution","OS Fundamentals, Binary/Octal/Hex Conversions, Computing Generations","Sat|09:00-11:00, Thu|15:00-17:00",7,2,4,4,0.2706
Intro to Human Computer Interaction,"HCI Principles & Guidelines, Prototyping & UI Tooling, User Research & Behavioral Mapping","System Prototype Proposal, Figma UI Design, User Flow Diagrams, User Research & Analysis, Guideline Categories of HCI","Thu|15:00-17:00, Wed|13:00-15:00, Tue|10:00-12:00",5,1,Senior IT Student,"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, Web Markup","CSS Selectors, Forms & Inputs","Fri|18:00-20:00, Thu|15:00-17:00, Wed|13:00-15:00",4,4,3,4,0.2977
"Intro to Human Computer Interaction, Introduction to Computing","Operating Systems & Architecture, Prototyping & UI Tooling","Process Management, Figma UI Design, Design System & Components","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Wed|13:00-15:00",5,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, Prototyping & UI Tooling, Operating Systems & Architecture","Basic Sorting Algorithms, Design System & Components, Figma UI Design, Process Management","Fri|18:00-20:00, Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00",8,2,5,4,0.7215
"GE 104: Readings in Philippine History, GE EL 108: Philippine Indigenous Communities, IT Fundamentals, Intro to Human Computer Interaction","Web Styling, HCI Principles & Guidelines","Responsive Layouts, Guideline Categories of HCI, Flexbox & Grid","Wed|13:00-15:00, Tue|10:00-12:00",3,1,Instructor,NSTP 2: Civic Welfare Training Service,,,"Tue|10:00-12:00, Sat|09:00-11:00",3,2,4,4,0.1375
"Intro to Human Computer Interaction, Introduction to Computing, Computer Programming","Control Structures, Debugging & Execution, Interaction Design & Cognitive Models, HCI Principles & Guidelines, High-Fidelity Design & Documentation","Conditional Logic, Syntax Errors, Human Information Processing, System Prototype Proposal, Design Systems Documentation","Mon|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, GE 105: Mathematics in the Modern World, GE EL 108: Philippine Indigenous Communities, Intro to Human Computer Interaction, Introduction to Computing","Operating Systems & Architecture, High-Fidelity Design & Documentation, Debugging & Execution","OS Fundamentals, High-Fidelity Prototyping, Syntax Errors, Console Debugging Techniques","Wed|13:00-15:00, Thu|15:00-17:00, Mon|09:00-11:00",8,3,5,4,0.4619
"GE 104: Readings in Philippine History, Intro to Human Computer Interaction, Introduction to Computing","Computer Networks Basics, Digital Logic & Data Representation","Client-Server Architecture, Data Encoding (ASCII/Unicode), OSI Model Layers","Wed|13:00-15:00, Tue|10:00-12:00, Sat|09:00-11:00, Fri|18:00-20:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Debugging & Execution, Client-Side Scripting, Web Markup","Logic Troubleshooting, DOM Manipulation, HTML5 Semantic Elements","Wed|13:00-15:00, Thu|15:00-17:00, Fri|18:00-20:00, Sat|09:00-11:00",14,8,5,4,0.2427
"IT Fundamentals, Intro to Human Computer Interaction","Web Markup, User Research & Behavioral Mapping, Web Styling","Media & Tables, Customer Journey Mapping, CSS Selectors","Mon|09:00-11:00, Fri|18:00-20:00",2,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction","Web Styling, User Research & Behavioral Mapping, Prototyping & UI Tooling, Command Line & Web Infra, Web Markup","CSS Selectors, Customer Journey Mapping, Design System & Components, HTTP Request Methods, Media & Tables","Fri|18:00-20:00, Mon|09:00-11:00, Tue|10:00-12:00",13,5,4,4,0.8138
"Introduction to Computing, Computer Programming","Computer Networks Basics, Debugging & Execution, History & Hardware Evolution","Network Topologies, Console Debugging Techniques, Processor Architecture","Wed|13:00-15:00, Tue|10:00-12:00",3,1,Instructor,Introduction to Computing,"Computer Networks Basics, History & Hardware Evolution, Operating Systems & Architecture","Client-Server Architecture, OSI Model Layers, Computing Generations, Process Management","Mon|09:00-11:00, Sat|09:00-11:00",14,5,3,4,0.3982
"IT Fundamentals, Computer Programming, Introduction to Computing","Web Styling, Client-Side Scripting, Control Structures, Debugging & Execution","Box Model, Event Listeners, Loop Control, Console Debugging Techniques","Thu|15:00-17:00, Mon|09:00-11:00, Fri|18:00-20:00, Tue|10:00-12:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Introduction to Computing","Data Structures, Web Styling, Debugging & Execution, Client-Side Scripting, Control Structures","1D/2D Manipulation, Box Model, Console Debugging Techniques, Event Listeners, Flexbox & Grid, Loop Control","Mon|09:00-11:00, Thu|15:00-17:00, Tue|10:00-12:00",6,3,5,4,0.8534
"Introduction to Computing, IT Fundamentals, Computer Programming","Data Structures, Web Markup, Digital Logic & Data Representation, Web Styling, Command Line & Web Infra","Basic Sorting Algorithms, Media & Tables, Binary/Octal/Hex Conversions, Responsive Layouts, Domain Name System (DNS)","Fri|18:00-20:00, Wed|13:00-15:00",4,1,Instructor,"Computer Programming, IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, Digital Logic & Data Representation, Command Line & Web Infra, Client-Side Scripting, Web Markup, Web Styling, Modular Programming, Prototyping & UI Tooling","Basic Sorting Algorithms, Binary/Octal/Hex Conversions, Domain Name System (DNS), JavaScript Syntax, Media & Tables, Responsive Layouts, Variable Scope & Lifetime, Wireframe Sketching","Fri|18:00-20:00, Sat|09:00-11:00, Wed|13:00-15:00",8,5,5,4,0.7506
Intro to Human Computer Interaction,"User Research & Behavioral Mapping, HCI Principles & Guidelines, Prototyping & UI Tooling","User Research & Analysis, Customer Journey Mapping, Guideline Categories of HCI, Figma UI Design","Tue|10:00-12:00, Wed|13:00-15:00, Fri|18:00-20:00",5,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Digital Logic & Data Representation, Operating Systems & Architecture, Interaction Design & Cognitive Models","Binary/Octal/Hex Conversions, Process Management, Human Information Processing","Wed|13:00-15:00, Fri|18:00-20:00, Tue|10:00-12:00, Sat|09:00-11:00",15,5,3,4,0.363
"Introduction to Computing, IT Fundamentals","Digital Logic & Data Representation, Web Styling, History & Hardware Evolution, Operating Systems & Architecture","Binary/Octal/Hex Conversions, Responsive Layouts, Computing Generations, File Systems & Permissions, Flexbox & Grid","Tue|10:00-12:00, Sat|09:00-11:00, Wed|13:00-15:00, Fri|18:00-20:00",2,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing, Computer Programming","User Research & Behavioral Mapping, History & Hardware Evolution, Data Structures, Prototyping & UI Tooling, High-Fidelity Design & Documentation","Customer Journey Mapping, Processor Architecture, 1D/2D Manipulation, Figma UI Design, Design Systems Documentation","Thu|15:00-17:00, Tue|10:00-12:00",15,10,4,4,0.2354
"Computer Programming, Intro to Human Computer Interaction","Interaction Design & Cognitive Models, User Research & Behavioral Mapping, Data Structures","Human Information Processing, User Flow Diagrams, Array Creation","Mon|09:00-11:00, Sat|09:00-11:00",2,1,Senior IT Student,"Introduction to Computing, Intro to Human Computer Interaction, Computer Programming, IT Fundamentals","Prototyping & UI Tooling, Web Styling, Control Structures, History & Hardware Evolution","Design System & Components, Box Model, Loop Control, Computing Generations","Wed|13:00-15:00, Thu|15:00-17:00",4,2,4,4,0.2548
"Introduction to Computing, IT Fundamentals, Computer Programming","Client-Side Scripting, Command Line & Web Infra, History & Hardware Evolution, Web Styling","DOM Manipulation, CLI Navigation, Processor Architecture, Box Model","Thu|15:00-17:00, Sat|09:00-11:00, Mon|09:00-11:00, Tue|10:00-12:00",5,1,Instructor,"Computer Programming, Introduction to Computing","History & Hardware Evolution, Computer Networks Basics","Memory & Storage Types, Client-Server Architecture","Thu|15:00-17:00, Wed|13:00-15:00",4,2,3,4,0.3923
Intro to Human Computer Interaction,"Interaction Design & Cognitive Models, Prototyping & UI Tooling, User Research & Behavioral Mapping, HCI Principles & Guidelines","Interaction Design Frameworks, Figma UI Design, User Flow Diagrams, HCI Principles & Paradigms","Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00",3,1,Senior IT Student,"Intro to Human Computer Interaction, Introduction to Computing","History & Hardware Evolution, HCI Principles & Guidelines, Digital Logic & Data Representation, User Research & Behavioral Mapping","Processor Architecture, System Prototype Proposal, Binary/Octal/Hex Conversions, User Research & Analysis","Wed|13:00-15:00, Fri|18:00-20:00, Thu|15:00-17:00",1,1,3,4,0.4453
Introduction to Computing,"Operating Systems & Architecture, History & Hardware Evolution, Computer Networks Basics","OS Fundamentals, Processor Architecture, Memory & Storage Types, OSI Model Layers","Thu|15:00-17:00, Sat|09:00-11:00",3,1,Instructor,"Intro to Human Computer Interaction, Introduction to Computing","Prototyping & UI Tooling, Operating Systems & Architecture, Digital Logic & Data Representation","Design System & Components, File Systems & Permissions, Data Encoding (ASCII/Unicode)","Mon|09:00-11:00, Sat|09:00-11:00, Tue|10:00-12:00, Fri|18:00-20:00",6,5,5,4,0.3353
"Introduction to Computing, Computer Programming, IT Fundamentals","Web Markup, History & Hardware Evolution, Client-Side Scripting, Debugging & Execution","Media & Tables, Processor Architecture, DOM Manipulation, Logic Troubleshooting, Event Listeners","Thu|15:00-17:00, Sat|09:00-11:00",2,1,Instructor,"Introduction to Computing, Computer Programming","Computer Networks Basics, Data Structures, Control Structures, Operating Systems & Architecture","Client-Server Architecture, Array Creation, Loop Control, 1D/2D Manipulation, Process Management","Mon|09:00-11:00, Fri|18:00-20:00",4,2,4,4,0.2958
"IT Fundamentals, Intro to Human Computer Interaction, Computer Programming","Command Line & Web Infra, Debugging & Execution, Control Structures, Client-Side Scripting, Modular Programming","Domain Name System (DNS), Logic Troubleshooting, Loop Control, JavaScript Syntax, Variable Scope & Lifetime","Tue|10:00-12:00, Sat|09:00-11:00",3,1,Instructor,"IT Fundamentals, Intro to Human Computer Interaction, Introduction to Computing, NSTP 2: Civic Welfare Training Service","User Research & Behavioral Mapping, HCI Principles & Guidelines, Digital Logic & Data Representation","User Flow Diagrams, System Prototype Proposal, Boolean Logic Gates","Thu|15:00-17:00, Tue|10:00-12:00, Mon|09:00-11:00",6,5,4,4,0.2644
"Introduction to Computing, Intro to Human Computer Interaction, IT Fundamentals","Digital Logic & Data Representation, Web Styling, Client-Side Scripting","Boolean Logic Gates, Flexbox & Grid, JavaScript Syntax","Fri|18:00-20:00, Tue|10:00-12:00",3,1,Instructor,"Computer Programming, Intro to Human Computer Interaction, Introduction to Computing","Data Structures, History & Hardware Evolution, Control Structures","Array Creation, Processor Architecture, Iteration Patterns","Thu|15:00-17:00, Mon|09:00-11:00, Tue|10:00-12:00",9,9,4,4,0.3168
"Computer Programming, Intro to Human Computer Interaction, IT Fundamentals","Debugging & Execution, HCI Principles & Guidelines, Command Line & Web Infra, Client-Side Scripting, User Research & Behavioral Mapping","Syntax Errors, System Prototype Proposal, HTTP Request Methods, JavaScript Syntax, User Research & Analysis","Mon|09:00-11:00, Thu|15:00-17:00, Sat|09:00-11:00",4,1,Senior IT Student,"Introduction to Computing, Computer Programming","Control Structures, Modular Programming, Computer Networks Basics","Iteration Patterns, Parameters & Return Values, OSI Model Layers, Network Topologies","Thu|15:00-17:00, Fri|18:00-20:00, Tue|10:00-12:00",4,4,4,4,0.2196
